tipo	bairro	área (m2)	quartos	banheiros	vagas de garagem	preço
Casa	Campeche	180.0	4.0	2.0	3.0	900000.0
Casa	Campeche	185.0	3.0	2.0	2.0	900000.0
Casa	Abraão	228.0	4.0	5.0	3.0	900000.0
Casa	Centro	260.0	3.0	3.0	3.0	900000.0
Casa	Rio Tavares	505.0	5.0	3.0	8.0	900000.0
Casa	Saco dos Limões	210.0	4.0	4.0	2.0	900000.0
Casa	Campeche	380.0	5.0	3.0	0.0	900000.0
Casa	Ingleses do Rio Vermelho	220.0	4.0	3.0	2.0	900000.0
Casa	Cachoeira do Bom Jesus	180.0	3.0	3.0	2.0	900000.0
Casa	Trindade	207.0	3.0	3.0	2.0	900000.0
Casa	Campeche	165.0	3.0	2.0	3.0	900000.0
Casa	Coloninha	180.0	4.0	5.0	5.0	900000.0
Casa	Campeche	220.0	4.0	3.0	7.0	900000.0
Casa	Ingleses do Rio Vermelho	293.0	5.0	4.0	4.0	900000.0
Casa	Cachoeira do Bom Jesus	169.0	3.0	4.0	2.0	900000.0
Casa	Capoeiras	441.0	3.0	4.0	1.0	900000.0
Casa	Ingleses do Rio Vermelho	180.0	3.0	2.0	2.0	900000.0
Casa	Ingleses do Rio Vermelho	215.0	3.0	3.0	6.0	900000.0
Casa	Campeche	122.0	3.0	3.0	4.0	900000.0
Casa	Carvoeira	300.0	4.0	4.0	4.0	900000.0
Casa	Abraão	340.0	5.0	4.0	2.0	900000.0
Casa	Ingleses do Rio Vermelho	190.0	3.0	3.0	3.0	900000.0
Casa	Centro	399.0	5.0	4.0	2.0	900000.0
Casa	Itacorubi	262.0	5.0	4.0	3.0	900000.0
Casa	Itacorubi	200.0	3.0	4.0	2.0	900000.0
Casa	Itacorubi	262.0	4.0	6.0	6.0	900000.0
Casa	Carianos	250.0	3.0	1.0	4.0	900000.0
Casa	Estreito	220.0	4.0	1.0	4.0	900000.0
Casa	Córrego Grande	170.0	3.0	3.0	3.0	900000.0
Casa	João Paulo	211.0	3.0	4.0	3.0	900000.0
Casa	Santa Mônica	139.0	3.0	4.0	2.0	900000.0
Casa	Ingleses	106.0	2.0	2.0	4.0	900000.0
Casa	Carvoeira	192.0	3.0	3.0	2.0	900000.0
Casa	Ingleses do Rio Vermelho	144.0	2.0	2.0	4.0	900000.0
Casa	Cacupé	644.0	2.0	1.0	0.0	900000.0
Casa	Campeche	240.0	3.0	4.0	4.0	900000.0
Casa	Ingleses do Rio Vermelho	434.0	8.0	3.0	1.0	900000.0
Casa	Ingleses do Rio Vermelho	152.0	3.0	2.0	1.0	900000.0
Casa	Agronômica	185.0	4.0	2.0	4.0	900000.0
Casa	Pantanal	50.0	3.0	2.0	3.0	900000.0
Casa	Carianos	297.0	3.0	3.0	2.0	900000.0
Casa	Abraão	227.0	4.0	2.0	3.0	900000.0
Casa	Córrego Grande	275.0	3.0	5.0	0.0	900000.0
Casa	Campeche	160.0	3.0	2.0	2.0	900000.0
Casa	Carianos	170.0	3.0	2.0	2.0	900000.0
Casa	Abraão	360.0	4.0	2.0	3.0	900000.0
Casa	Ingleses do Rio Vermelho	150.0	3.0	2.0	4.0	900000.0
Casa	Ingleses do Rio Vermelho	270.0	4.0	1.0	1.0	900000.0
Casa	Trindade	211.0	4.0	4.0	4.0	900000.0
Casa	Estreito	257.0	4.0	4.0	5.0	900000.0
Casa	Cachoeira do Bom Jesus	201.0	3.0	2.0	2.0	900000.0
Casa	Itaguaçu	240.0	5.0	5.0	4.0	900000.0
Casa	Monte Verde	268.0	4.0	4.0	2.0	900000.0
Casa	Coqueiros	288.0	4.0	4.0	5.0	901000.0
Casa	Campeche	489.0	4.0	4.0	4.0	901000.0
Casa	Trindade	600.0	4.0	1.0	0.0	904000.0
Casa	Carianos	360.0	3.0	4.0	2.0	905000.0
Casa	Canto	260.0	4.0	5.0	4.0	905000.0
Casa	Santo Antônio de Lisboa	216.0	3.0	4.0	3.0	908000.0
Casa	Campeche	225.0	5.0	3.0	4.0	909000.0
Casa	Daniela	210.0	3.0	3.0	4.0	910000.0
Casa	Estreito	270.0	5.0	4.0	4.0	910000.0
Casa	Campeche	183.0	3.0	3.0	0.0	910000.0
Casa	Santo Antônio de Lisboa	216.0	3.0	4.0	2.0	910000.0
Casa	Trindade	333.0	5.0	5.0	6.0	910000.0
Casa	Ingleses do Rio Vermelho	230.0	3.0	2.0	3.0	910000.0
Casa	Trindade	211.0	4.0	4.0	4.0	910000.0
Casa	Ingleses	130.0	4.0	3.0	0.0	910000.0
Casa	Ingleses do Rio Vermelho	230.0	5.0	2.0	3.0	910000.0
Casa	Campeche	163.0	3.0	4.0	4.0	910000.0
Casa	Cachoeira do Bom Jesus	170.0	3.0	2.0	3.0	910000.0
Casa	Santo Antônio de Lisboa	216.0	3.0	4.0	3.0	910770.0
Casa	Campeche	140.0	5.0	3.0	2.0	912000.0
Casa	Jardim Atlântico	300.0	5.0	1.0	0.0	915000.0
Casa	Santo Antônio de Lisboa	216.0	3.0	4.0	3.0	916000.0
Casa	Lagoa da Conceição	138.0	3.0	3.0	2.0	918000.0
Casa	Santa Mônica	212.0	3.0	3.0	2.0	919978.0
Casa	Santa Mônica	180.0	3.0	3.0	2.0	920000.0
Casa	Santa Mônica	250.0	4.0	4.0	2.0	920000.0
Casa	Santa Mônica	220.0	4.0	5.0	2.0	920000.0
Casa	Santa Mônica	212.0	3.0	3.0	2.0	920000.0
Casa	Santa Mônica	460.0	4.0	4.0	2.0	920000.0
Casa	Lagoa da Conceição	150.0	2.0	2.0	1.0	920000.0
Casa	Itacorubi	200.0	3.0	4.0	4.0	920000.0
Casa	Lagoa da Conceição	155.0	3.0	3.0	2.0	920000.0
Casa	Carianos	310.0	4.0	4.0	3.0	920000.0
Casa	Trindade	317.0	3.0	5.0	3.0	920000.0
Casa	Cachoeira do Bom Jesus	250.0	3.0	1.0	2.0	920000.0
Casa	Santa Mônica	220.0	4.0	2.0	2.0	920000.0
Casa	Campeche	230.0	3.0	3.0	2.0	920000.0
Casa	Lagoa da Conceição	139.0	3.0	2.0	1.0	920000.0
Casa	Santa Mônica	212.0	3.0	2.0	2.0	920000.0
Casa	Lagoa da Conceição	150.0	3.0	3.0	2.0	920000.0
Casa	Carianos	300.0	3.0	4.0	4.0	920000.0
Casa	Lagoa da Conceição	140.0	3.0	3.0	2.0	920000.0
Casa	Santa Mônica	219.0	4.0	4.0	3.0	920000.0
Casa	Santa Mônica	220.0	4.0	5.0	4.0	920000.0
Casa	São João do Rio Vermelho	300.0	6.0	8.0	3.0	920000.0
Casa	Santa Mônica	219.0	4.0	3.0	2.0	920000.0
Casa	Carianos	300.0	4.0	3.0	5.0	920000.0
Casa	Lagoa da Conceição	100.0	2.0	2.0	2.0	920000.0
Casa	Santa Mônica	250.0	3.0	1.0	3.0	920000.0
Casa	Ingleses do Rio Vermelho	300.0	3.0	3.0	2.0	920000.0
Casa	Santa Mônica	185.0	4.0	4.0	2.0	920000.0
Casa	Lagoa da Conceição	130.0	3.0	3.0	2.0	920000.0
Casa	Trindade	280.0	2.0	2.0	3.0	920000.0
Casa	Campeche	260.0	4.0	3.0	4.0	921000.0
Casa	Campeche	250.0	4.0	3.0	5.0	921000.0
Casa	Campeche	254.0	4.0	3.0	3.0	921000.0
Casa	Campeche	230.0	4.0	3.0	2.0	921000.0
Casa	Carianos	127.0	4.0	5.0	3.0	922800.0
Casa	Carianos	178.0	4.0	4.0	3.0	925000.0
Casa	Estreito	180.0	3.0	3.0	2.0	925000.0
Casa	Trindade	280.0	4.0	5.0	4.0	929000.0
Casa	Sambaqui	148.0	2.0	3.0	1.0	930000.0
Casa	Coqueiros	298.0	4.0	5.0	1.0	930000.0
Casa	Saco dos Limões	396.0	5.0	4.0	1.0	930000.0
Casa	Abraão	263.0	3.0	3.0	2.0	930000.0
Casa	Coqueiros	96.0	2.0	2.0	2.0	930000.0
Casa	Saco dos Limões	230.0	5.0	2.0	6.0	930000.0
Casa	Ingleses	150.0	4.0	2.0	3.0	930000.0
Casa	Lagoa da Conceição	270.0	3.0	4.0	5.0	930000.0
Casa	Lagoa da Conceição	220.0	3.0	4.0	5.0	930000.0
Casa	Lagoa da Conceição	210.0	3.0	3.0	4.0	931000.0
Casa	Lagoa da Conceição	400.0	3.0	1.0	4.0	931000.0
Casa	Pântano do Sul	180.0	2.0	2.0	1.0	940000.0
Casa	Morro das Pedras	200.0	4.0	3.0	1.0	940000.0
Casa	Daniela	182.0	4.0	3.0	5.0	940000.0
Casa	Pantanal	170.0	6.0	2.0	1.0	940000.0
Casa	Estreito	360.0	3.0	4.0	1.0	940000.0
Casa	Jardim Atlântico	26.0	3.0	2.0	2.0	940000.0
Casa	Ingleses do Rio Vermelho	200.0	3.0	4.0	5.0	945000.0
Casa	Canasvieiras	247.0	3.0	1.0	2.0	946809.0
Casa	Lagoa da Conceição	150.0	3.0	2.0	3.0	949000.0
Casa	Saco dos Limões	161.0	3.0	3.0	2.0	949000.0
Casa	Jardim Atlântico	214.0	3.0	2.0	4.0	949000.0
Casa	Campeche	158.0	3.0	3.0	2.0	949000.0
Casa	Lagoa da Conceição	150.0	3.0	1.0	2.0	949000.0
Casa	Lagoa da Conceição	180.0	3.0	2.0	2.0	949000.0
Casa	Cachoeira do Bom Jesus	500.0	4.0	4.0	2.0	949000.0
Casa	Coqueiros	95.0	2.0	2.0	0.0	949880.0
Casa	Cachoeira do Bom Jesus	235.0	4.0	4.0	3.0	949900.0
Casa	Cachoeira do Bom Jesus	235.0	4.0	5.0	2.0	949900.0
Casa	Cachoeira do Bom Jesus	500.0	4.0	4.0	4.0	949900.0
Casa	Cachoeira do Bom Jesus	235.0	4.0	3.0	2.0	949900.0
Casa	Cachoeira do Bom Jesus	235.0	4.0	1.0	2.0	949900.0
Casa	Itaguaçu	200.0	3.0	4.0	4.0	950000.0
Casa	Trindade	197.0	3.0	1.0	2.0	950000.0
Casa	Campeche	200.0	4.0	4.0	4.0	950000.0
Casa	Lagoa da Conceição	250.0	3.0	2.0	0.0	950000.0
Casa	Pantanal	240.0	5.0	5.0	2.0	950000.0
Casa	Centro	399.0	5.0	4.0	2.0	950000.0
Casa	Córrego Grande	120.0	3.0	2.0	3.0	950000.0
Casa	Trindade	172.0	3.0	4.0	3.0	950000.0
Casa	Daniela	76.0	2.0	4.0	3.0	950000.0
Casa	Itacorubi	308.0	4.0	3.0	2.0	950000.0
Casa	Pantanal	240.0	6.0	5.0	8.0	950000.0
Casa	Itacorubi	195.0	3.0	4.0	2.0	950000.0
Casa	Campeche	240.0	3.0	2.0	3.0	950000.0
Casa	Cachoeira do Bom Jesus	500.0	4.0	1.0	2.0	950000.0
Casa	Trindade	244.0	4.0	2.0	2.0	950000.0
Casa	Santo Antônio de Lisboa	198.0	3.0	4.0	2.0	950000.0
Casa	Sambaqui	203.0	4.0	3.0	2.0	950000.0
Casa	Santo Antônio de Lisboa	213.0	3.0	4.0	3.0	950000.0
Casa	Lagoa da Conceição	145.0	3.0	4.0	2.0	950000.0
Casa	Agronômica	315.0	4.0	5.0	3.0	950000.0
Casa	Itaguaçu	300.0	4.0	5.0	5.0	950000.0
Casa	Campeche	240.0	3.0	2.0	4.0	950000.0
Casa	Centro	270.0	4.0	4.0	2.0	950000.0
Casa	Rio Tavares	233.0	4.0	1.0	0.0	950000.0
Casa	Santo Antônio de Lisboa	197.0	3.0	4.0	2.0	950000.0
Casa	Campeche	240.0	3.0	5.0	4.0	950000.0
Casa	Canasvieiras	220.0	5.0	4.0	2.0	950000.0
Casa	Daniela	280.0	3.0	2.0	3.0	950000.0
Casa	Lagoa da Conceição	150.0	3.0	2.0	3.0	950000.0
Casa	Campeche	148.0	3.0	2.0	8.0	950000.0
Casa	Pantanal	250.0	5.0	5.0	5.0	950000.0
Casa	Coqueiros	285.0	4.0	3.0	3.0	950000.0
Casa	Pantanal	193.0	5.0	5.0	8.0	950000.0
Casa	Cachoeira do Bom Jesus	146.0	3.0	1.0	3.0	950000.0
Casa	Saco Grande	350.0	4.0	3.0	2.0	950000.0
Casa	Campeche	160.0	4.0	2.0	4.0	950000.0
Casa	Campeche	148.0	3.0	2.0	3.0	950000.0
Casa	Ingleses do Rio Vermelho	370.0	3.0	3.0	10.0	950000.0
Casa	Estreito	340.0	5.0	4.0	2.0	950000.0
Casa	Rio Tavares	96.0	3.0	1.0	0.0	950000.0
Casa	Campeche	240.0	3.0	1.0	2.0	950000.0
Casa	Santo Antônio de Lisboa	213.0	3.0	3.0	3.0	950000.0
Casa	Trindade	300.0	4.0	4.0	4.0	950000.0
Casa	Ponta das Canas	170.0	4.0	4.0	0.0	950000.0
Casa	Campeche	106.0	2.0	3.0	5.0	950000.0
Casa	Daniela	76.0	2.0	3.0	0.0	950000.0
Casa	Sambaqui	300.0	5.0	3.0	2.0	950000.0
Casa	Jardim Atlântico	264.0	4.0	2.0	0.0	950000.0
Casa	São João do Rio Vermelho	85.0	2.0	2.0	2.0	950000.0
Casa	Canasvieiras	220.0	5.0	3.0	3.0	950000.0
Casa	Pantanal	215.0	4.0	5.0	4.0	950000.0
Casa	Itacorubi	400.0	5.0	3.0	2.0	950000.0
Casa	Campeche	104.0	2.0	2.0	5.0	950000.0
Casa	Campeche	107.0	2.0	3.0	4.0	950000.0
Casa	Campeche	106.0	2.0	1.0	5.0	950000.0
Casa	Rio Tavares	98.0	3.0	1.0	3.0	950000.0
Casa	Ingleses do Rio Vermelho	504.0	3.0	3.0	2.0	950000.0
Casa	Trindade	227.0	3.0	4.0	3.0	950000.0
Casa	Itacorubi	309.0	4.0	3.0	2.0	950000.0
Casa	Sambaqui	192.0	3.0	4.0	3.0	950000.0
Casa	Ingleses do Rio Vermelho	320.0	4.0	3.0	10.0	950000.0
Casa	Estreito	360.0	5.0	4.0	1.0	950000.0
Casa	Itacorubi	209.0	3.0	4.0	3.0	950000.0
Casa	Itacorubi	170.0	4.0	4.0	4.0	950000.0
Casa	Canasvieiras	290.0	5.0	4.0	0.0	950000.0
Casa	Campeche	254.0	6.0	4.0	6.0	950000.0
Casa	Lagoa da Conceição	234.0	9.0	5.0	1.0	950000.0
Casa	Campeche	150.0	3.0	3.0	4.0	950000.0
Casa	Coqueiros	298.0	4.0	3.0	4.0	950000.0
Casa	Estreito	240.0	4.0	4.0	1.0	950000.0
Casa	Santa Mônica	219.0	4.0	5.0	4.0	950000.0
Casa	Itacorubi	309.0	4.0	2.0	2.0	950000.0
Casa	Capoeiras	232.0	4.0	4.0	4.0	950000.0
Casa	Capoeiras	270.0	3.0	5.0	3.0	950000.0
Casa	Ingleses do Rio Vermelho	162.0	3.0	2.0	2.0	950000.0
Casa	Daniela	240.0	4.0	4.0	3.0	950000.0
Casa	Agronômica	315.0	4.0	4.0	3.0	950000.0
Casa	Campeche	106.0	3.0	2.0	4.0	950000.0
Casa	Itaguaçu	308.0	14.0	14.0	0.0	950000.0
Casa	Canasvieiras	220.0	5.0	3.0	2.0	950000.0
Casa	Ingleses do Rio Vermelho	140.0	3.0	3.0	5.0	950000.0
Casa	Ingleses do Rio Vermelho	360.0	4.0	3.0	10.0	950000.0
Casa	Itacorubi	309.0	3.0	3.0	2.0	950000.0
Casa	São João do Rio Vermelho	300.0	6.0	8.0	2.0	950000.0
Casa	Canasvieiras	221.0	3.0	3.0	2.0	950000.0
Casa	Campeche	267.0	1.0	1.0	4.0	950000.0
Casa	Ingleses do Rio Vermelho	500.0	8.0	3.0	5.0	950000.0
Casa	Estreito	182.0	4.0	3.0	2.0	950000.0
Casa	Capoeiras	200.0	4.0	3.0	4.0	950000.0
Casa	Jardim Atlântico	264.0	4.0	3.0	2.0	950000.0
Casa	Jardim Atlântico	300.0	4.0	6.0	4.0	950000.0
Casa	Lagoa da Conceição	157.0	3.0	1.0	2.0	950000.0
Casa	Centro	140.0	3.0	3.0	2.0	950000.0
Casa	Jardim Atlântico	240.0	4.0	3.0	4.0	950000.0
Casa	Campeche	120.0	2.0	2.0	1.0	950000.0
Casa	São João do Rio Vermelho	320.0	3.0	3.0	4.0	950000.0
Casa	Jardim Atlântico	240.0	5.0	5.0	2.0	950000.0
Casa	Ingleses do Rio Vermelho	180.0	3.0	3.0	2.0	950000.0
Casa	Jardim Atlântico	132.0	3.0	3.0	3.0	950000.0
Casa	Itacorubi	209.0	3.0	1.0	3.0	950000.0
Casa	Itacorubi	200.0	3.0	1.0	5.0	950000.0
Casa	Agronômica	365.0	3.0	3.0	4.0	950000.0
Casa	Daniela	206.0	3.0	3.0	3.0	950000.0
Casa	Abraão	340.0	5.0	4.0	2.0	950000.0
Casa	Estreito	300.0	3.0	4.0	4.0	950000.0
Casa	Capoeiras	260.0	4.0	4.0	4.0	950000.0
Casa	Jardim Atlântico	330.0	3.0	3.0	2.0	950000.0
Casa	Sambaqui	200.0	3.0	3.0	2.0	950000.0
Casa	Ribeirão da Ilha	170.0	4.0	3.0	0.0	950000.0
Casa	Pantanal	240.0	5.0	5.0	3.0	950000.0
Casa	Lagoa da Conceição	140.0	3.0	2.0	2.0	950000.0
Casa	Daniela	76.0	2.0	3.0	8.0	950000.0
Casa	Estreito	340.0	3.0	3.0	4.0	950000.0
Casa	Santo Antônio de Lisboa	132.0	3.0	4.0	2.0	950000.0
Casa	Ingleses do Rio Vermelho	200.0	4.0	3.0	2.0	950000.0
Casa	Canasvieiras	220.0	5.0	2.0	2.0	950000.0
Casa	Trindade	227.0	3.0	5.0	2.0	950000.0
Casa	Campeche	360.0	5.0	4.0	2.0	950000.0
Casa	Campeche	104.0	2.0	2.0	6.0	950000.0
Casa	Campeche	148.0	3.0	2.0	9.0	950000.0
Casa	Pantanal	370.0	4.0	4.0	2.0	950000.0
Casa	Campeche	220.0	6.0	2.0	4.0	950000.0
Casa	Santa Mônica	140.0	3.0	4.0	2.0	950000.0
Casa	Cachoeira do Bom Jesus	235.0	1.0	1.0	2.0	950000.0
Casa	Coloninha	360.0	5.0	3.0	7.0	950000.0
Casa	Pantanal	192.0	4.0	4.0	2.0	950000.0
Casa	Ingleses do Rio Vermelho	380.0	3.0	3.0	10.0	950000.0
Casa	Lagoa da Conceição	158.0	3.0	3.0	1.0	950000.0
Casa	Carvoeira	450.0	6.0	2.0	2.0	950000.0
Casa	Carianos	321.0	3.0	2.0	4.0	950000.0
Casa	Moenda	140.0	3.0	2.0	1.0	950000.0
Casa	Saco dos Limões	149.0	3.0	4.0	3.0	950000.0
Casa	Itaguaçu	360.0	3.0	4.0	3.0	950000.0
Casa	Canasvieiras	122.0	3.0	2.0	2.0	950000.0
Casa	Trindade	227.0	3.0	5.0	3.0	950000.0
Casa	Rio Tavares	100.0	3.0	1.0	5.0	950000.0
Casa	Cachoeira do Bom Jesus	246.0	2.0	3.0	2.0	950000.0
Casa	Ingleses do Rio Vermelho	387.0	3.0	3.0	10.0	950000.0
Casa	Vargem do Bom Jesus	255.0	4.0	3.0	2.0	950000.0
Casa	Campeche	296.0	3.0	3.0	2.0	954000.0
Casa	Campeche	200.0	3.0	4.0	2.0	954000.0
Casa	Campeche	153.0	3.0	4.0	2.0	954000.0
Casa	Estreito	238.0	2.0	2.0	2.0	955000.0
Casa	José Mendes	180.0	2.0	3.0	4.0	955000.0
Casa	José Mendes	179.0	2.0	2.0	7.0	955000.0
Casa	Capoeiras	286.0	6.0	5.0	2.0	955000.0
Casa	Coqueiros	298.0	4.0	2.0	4.0	955000.0
Casa	Coqueiros	152.0	4.0	3.0	2.0	955000.0
Casa	Córrego Grande	450.0	3.0	4.0	2.0	957000.0
Casa	Campeche	248.0	3.0	3.0	4.0	957000.0
Casa	Coqueiros	298.0	4.0	4.0	4.0	957446.0
Casa	Trindade	300.0	5.0	3.0	0.0	958000.0
Casa	Ingleses do Rio Vermelho	200.0	5.0	2.0	1.0	958000.0
Casa	Ingleses	310.0	6.0	4.0	4.0	959000.0
Casa	Itacorubi	193.0	3.0	4.0	4.0	960000.0
Casa	Campeche	185.0	3.0	3.0	2.0	960000.0
Casa	Campeche	180.0	3.0	3.0	3.0	960000.0
Casa	Rio Tavares	131.0	3.0	3.0	2.0	960000.0
Casa	Itacorubi	197.0	3.0	1.0	4.0	960000.0
Casa	Campeche	250.0	2.0	2.0	2.0	960000.0
Casa	Lagoa da Conceição	220.0	3.0	1.0	0.0	960000.0
Casa	Coqueiros	289.0	3.0	3.0	4.0	960000.0
Casa	José Mendes	178.0	2.0	2.0	0.0	960000.0
Casa	Moenda	185.0	3.0	2.0	2.0	960000.0
Casa	Itacorubi	180.0	3.0	2.0	2.0	960000.0
Casa	Campeche	185.0	3.0	3.0	4.0	960000.0
Casa	Itacorubi	180.0	3.0	3.0	4.0	960000.0
Casa	Coqueiros	25.0	4.0	3.0	4.0	960000.0
Casa	Campeche	256.0	3.0	3.0	3.0	960000.0
Casa	Itacorubi	197.0	3.0	5.0	4.0	960000.0
Casa	Costeira do Pirajubaé	517.0	3.0	2.0	0.0	960000.0
Casa	Rio Tavares	206.0	3.0	3.0	2.0	960000.0
Casa	Campeche	160.0	4.0	2.0	4.0	960000.0
Casa	Campeche	206.0	3.0	3.0	2.0	960000.0
Casa	Morro das Pedras	488.0	4.0	3.0	3.0	960000.0
Casa	Itacorubi	197.0	3.0	4.0	2.0	960000.0
Casa	Rio Tavares	131.0	3.0	2.0	1.0	960000.0
Casa	Jardim Atlântico	133.0	3.0	2.0	3.0	960000.0
Casa	Cacupé	217.0	3.0	3.0	6.0	960000.0
Casa	Coqueiros	241.0	3.0	3.0	2.0	960000.0
Casa	João Paulo	287.0	3.0	5.0	4.0	960000.0
Casa	Ingleses do Rio Vermelho	241.0	4.0	3.0	4.0	960000.0
Casa	Campeche	185.0	3.0	3.0	3.0	960000.0
Casa	Saco dos Limões	400.0	3.0	2.0	2.0	960000.0
Casa	Coqueiros	280.0	4.0	4.0	5.0	960000.0
Casa	Santo Antônio de Lisboa	215.0	4.0	4.0	2.0	965790.0
Casa	Santo Antônio de Lisboa	215.0	3.0	4.0	3.0	966000.0
Casa	Carianos	321.0	5.0	5.0	0.0	968950.0
Casa	Estreito	209.0	4.0	3.0	3.0	970000.0
Casa	Bom Abrigo	212.0	3.0	4.0	4.0	970000.0
Casa	Campeche	295.0	3.0	3.0	2.0	970000.0
Casa	Estreito	215.0	3.0	1.0	2.0	970000.0
Casa	Carianos	280.0	3.0	4.0	2.0	970000.0
Casa	Capoeiras	461.0	3.0	3.0	2.0	970000.0
Casa	Campeche	210.0	3.0	3.0	2.0	970000.0
Casa	Trindade	150.0	4.0	1.0	0.0	970000.0
Casa	Cachoeira do Bom Jesus	190.0	3.0	3.0	3.0	970000.0
Casa	Cachoeira do Bom Jesus	200.0	3.0	1.0	0.0	970000.0
Casa	Córrego Grande	342.0	3.0	4.0	2.0	970000.0
Casa	Campeche	300.0	3.0	3.0	2.0	970000.0
Casa	Trindade	330.0	9.0	8.0	2.0	970000.0
Casa	Bom Abrigo	315.0	4.0	5.0	4.0	970000.0
Casa	Bom Abrigo	211.0	3.0	4.0	2.0	970000.0
Casa	Bom Abrigo	412.0	3.0	4.0	3.0	970000.0
Casa	Bom Abrigo	412.0	4.0	5.0	4.0	970000.0
Casa	Cachoeira do Bom Jesus	200.0	3.0	4.0	2.0	975000.0
Casa	Córrego Grande	253.0	3.0	2.0	2.0	979000.0
Casa	Trindade	300.0	8.0	5.0	2.0	979900.0
Casa	Campeche	90.0	1.0	2.0	3.0	979970.0
Casa	Lagoa da Conceição	206.0	5.0	3.0	4.0	980000.0
Casa	Santa Mônica	160.0	3.0	3.0	2.0	980000.0
Casa	Campeche	480.0	2.0	2.0	2.0	980000.0
Casa	Daniela	272.0	4.0	4.0	0.0	980000.0
Casa	Canasvieiras	244.0	4.0	3.0	2.0	980000.0
Casa	Itacorubi	280.0	4.0	3.0	4.0	980000.0
Casa	Carianos	359.0	5.0	1.0	4.0	980000.0
Casa	Ingleses do Rio Vermelho	290.0	3.0	1.0	4.0	980000.0
Casa	Córrego Grande	200.0	3.0	5.0	2.0	980000.0
Casa	Santa Mônica	160.0	3.0	3.0	4.0	980000.0
Casa	Rio Tavares	220.0	5.0	2.0	2.0	980000.0
Casa	Barra da Lagoa	182.0	3.0	4.0	0.0	980000.0
Casa	Lagoa da Conceição	106.0	3.0	1.0	0.0	980000.0
Casa	Ribeirão da Ilha	180.0	3.0	2.0	2.0	980000.0
Casa	Morro das Pedras	300.0	5.0	4.0	7.0	980000.0
Casa	Cachoeira do Bom Jesus	220.0	5.0	3.0	3.0	980000.0
Casa	Capoeiras	246.0	3.0	4.0	4.0	980000.0
Casa	Barra da Lagoa	88.0	2.0	1.0	2.0	980000.0
Casa	Saco Grande	200.0	4.0	4.0	3.0	980000.0
Casa	Campeche	91.0	2.0	2.0	3.0	980000.0
Casa	Morro das Pedras	183.0	3.0	2.0	2.0	980000.0
Casa	Cachoeira do Bom Jesus	304.0	5.0	3.0	2.0	980000.0
Casa	Ingleses do Rio Vermelho	220.0	3.0	2.0	4.0	980000.0
Casa	Canasvieiras	175.0	4.0	3.0	2.0	980000.0
Casa	Córrego Grande	190.0	3.0	3.0	4.0	980000.0
Casa	Campeche	100.0	2.0	2.0	4.0	980000.0
Casa	Estreito	180.0	4.0	4.0	2.0	980000.0
Casa	Monte Verde	224.0	5.0	6.0	5.0	980000.0
Casa	Capoeiras	435.0	7.0	6.0	4.0	980000.0
Casa	Barra da Lagoa	100.0	1.0	2.0	0.0	980000.0
Casa	Barra da Lagoa	300.0	3.0	5.0	2.0	980000.0
Casa	Ingleses do Rio Vermelho	285.0	4.0	4.0	3.0	980000.0
Casa	Morro das Pedras	183.0	3.0	3.0	0.0	980000.0
Casa	Pantanal	253.0	3.0	3.0	2.0	980000.0
Casa	Estreito	183.0	4.0	4.0	2.0	980000.0
Casa	Daniela	272.0	4.0	4.0	5.0	980000.0
Casa	Ingleses do Rio Vermelho	200.0	3.0	3.0	3.0	980000.0
Casa	Itacorubi	166.0	4.0	4.0	2.0	980000.0
Casa	Trindade	244.0	4.0	5.0	3.0	980000.0
Casa	Jardim Atlântico	250.0	3.0	6.0	2.0	980000.0
Casa	Agronômica	270.0	5.0	5.0	1.0	980000.0
Casa	Campeche	100.0	2.0	3.0	3.0	980000.0
Casa	Capoeiras	280.0	3.0	3.0	2.0	980000.0
Casa	Morro das Pedras	480.0	1.0	2.0	4.0	980000.0
Casa	Campeche	481.0	1.0	2.0	4.0	980000.0
Casa	Córrego Grande	220.0	3.0	4.0	2.0	980000.0
Casa	Ingleses do Rio Vermelho	364.0	5.0	5.0	3.0	980000.0
Casa	Sambaqui	120.0	3.0	3.0	2.0	980000.0
Casa	Santa Mônica	212.0	3.0	3.0	2.0	980000.0
Casa	Ingleses do Rio Vermelho	281.0	5.0	5.0	2.0	980000.0
Casa	Ingleses do Rio Vermelho	600.0	4.0	3.0	2.0	980000.0
Casa	Campeche	80.0	2.0	3.0	4.0	980000.0
Casa	Estreito	190.0	3.0	1.0	2.0	980000.0
Casa	Ingleses do Rio Vermelho	375.0	4.0	3.0	3.0	980000.0
Casa	Autódromo	200.0	5.0	2.0	0.0	980000.0
Casa	Ribeirão da Ilha	500.0	2.0	3.0	5.0	985000.0
Casa	Lagoa da Conceição	230.0	4.0	4.0	3.0	985000.0
Casa	Capoeiras	246.0	3.0	3.0	3.0	985000.0
Casa	Lagoa da Conceição	230.0	4.0	3.0	4.0	985000.0
Casa	Saco dos Limões	184.0	4.0	5.0	4.0	985000.0
Casa	Ribeirão da Ilha	330.0	5.0	4.0	5.0	989000.0
Casa	Canto	243.0	4.0	3.0	1.0	989000.0
Casa	Carianos	220.0	4.0	2.0	4.0	989000.0
Casa	Ribeirão da Ilha	330.0	6.0	4.0	2.0	989950.0
Casa	Pântano do Sul	200.0	2.0	2.0	3.0	990000.0
